1. Missing pricing models for a transaction

No exceptions

2. Zero or negative transaction amounts

No exceptions

 3. Duplicated transactions within the day

trans_dt_time,cc_num,user_name,category,amount,first_name,last_name,gender,street,city,state,zip,lat,long,city_popn,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,dup_date
2019-12-28 16:05:07,4170689372027579.0,Schmidt and Sons,shopping_net,1.86,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001.0,Media buyer,1993-05-10,21c8da1164c1c630ffb7773db7092e43,1356710707.0,36.286931,-96.96986,0,73061.0,2019-12-28
2019-12-28 16:12:06,4170689372027579.0,Schmidt and Sons,shopping_net,1.86,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001.0,Media buyer,1993-05-10,b81aa8661547a4eacaa40c4d53620244,1356711126.0,36.463805,-97.609183,0,73738.0,2019-12-28


  4. Large transaction amount outside the normal range

trans_dt_time,cc_num,user_name,category,amount,first_name,last_name,gender,street,city,state,zip,lat,long,city_popn,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,dup_date,large_trans
2019-04-07 15:32:23,6538441737335434.0,Tillman LLC,travel,17897.24,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606.0,Energy manager,1997-09-22,1c9f2b574fb9bf860c76ea200252fe05,1333812743.0,41.361042,-79.665772,0,16346.0,2019-04-07,True
2019-04-27 13:27:50,4003989662068504.0,"Reichel, Bradtke and Blanda",travel,10525.07,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463.0,Radio broadcast assistant,1989-02-08,e4aa11789bc7a79d59121bd4dbe1e585,1335533270.0,32.56517,-86.935466,0,36758.0,2019-04-27,True
2019-04-29 13:30:41,6011693194885790.0,Rempel Inc,shopping_net,5735.43,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607.0,"Lecturer, further education",1995-12-04,2c2c0d3728516f1d0f0e3249b3c84c78,1335706241.0,45.724697,-92.353075,0,54872.0,2019-04-29,True
2019-05-20 18:36:14,342952484382519.0,Price Inc,shopping_net,8221.84,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647.0,Comptroller,1987-09-26,80858ec68606dfeeeba311050cd57919,1337538974.0,41.55568,-72.93069799999999,0,6479.0,2019-05-20,True
2019-05-30 22:55:20,3506592072985012.0,Rempel Inc,shopping_net,9555.26,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608.0,"Engineer, communications",2001-07-26,32d2c088e3933858e4a164d309e405d1,1338418520.0,38.046423,-89.679112,0,62288.0,2019-05-30,True
2019-06-01 13:59:46,4.50253952680943e+18,Lynch-Mohr,travel,13536.84,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856.0,Hydrologist,1926-08-27,484dea41c15688aef498634ee745dfa8,1338559186.0,36.236003,-91.615941,0,72513.0,2019-06-01,True
2019-06-10 12:43:17,4450831335606294.0,Bashirian Group,shopping_net,6221.28,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760.0,Occupational psychologist,1972-01-20,b0675f7ce3657ce1610897792cc57df6,1339332197.0,33.943358,-95.646731,0,75411.0,2019-06-10,True
2019-06-13 22:07:28,4755696071492.0,Pacocha-Bauch,shopping_pos,6136.65,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328.0,Site engineer,1985-06-20,d8cb3b14b59a65d928241f090b1d53c5,1339625248.0,33.342361,-96.31478,0,75452.0,2019-06-13,True
2019-06-14 18:29:04,4173950183554608.0,"Baumbach, Strosin and Nicolas",shopping_pos,5322.45,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279.0,Health promotion specialist,1978-10-05,aa711977b8a2504f2b471a9c1bc4066f,1339698544.0,40.475733,-73.809337,0,11694.0,2019-06-14,True
2019-06-14 20:15:38,5540636818935089.0,Hackett Group,travel,25086.94,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383.0,Geoscientist,1985-04-04,0b902a1e549c98b949444a7557da2403,1339704938.0,42.397174,-71.474163,0,1754.0,2019-06-14,True
2019-06-22 17:34:11,630425673344.0,"Champlin, Rolfson and Connelly",travel,11371.95,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365.0,Special effects artist,1970-03-14,5e4bc5671d230243c7e576ab755ec2a7,1340386451.0,38.360005,-80.054179,0,26291.0,2019-06-22,True
2019-07-06 13:42:49,675961917837.0,"Ritchie, Oberbrunner and Cremin",travel,14407.25,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142.0,Chiropodist,1967-08-24,275d207c2fd2f3e0ba3e075a5a6f33da,1341582169.0,41.6178,-97.090078,0,68629.0,2019-07-06,True
2019-07-17 16:21:33,30407675418785.0,"Eichmann, Hayes and Treutel",travel,10926.44,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520.0,Psychotherapist,1991-10-13,2c429f85531e7860e1107741dc45d09b,1342542093.0,41.776414,-76.234382,0,18845.0,2019-07-17,True
2019-07-21 16:57:27,4822367783500458.0,Fisher-Schowalter,shopping_net,5014.53,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804.0,Exercise physiologist,1991-01-01,52cebd0b7ecb0495cff51f62424b0356,1342889847.0,27.442097,-81.101729,0,33857.0,2019-07-21,True
2019-07-27 23:29:50,3585052663373890.0,"Kunze, Larkin and Mayert",travel,14467.64,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176.0,Science writer,1963-12-28,529cdd779b6da5a8cdbaa1be199de35c,1343431790.0,43.30584,-76.281297,0,13132.0,2019-07-27,True
2019-08-07 14:00:27,4634955908138648.0,Little-Gleichner,travel,13106.14,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745.0,"Engineer, automotive",1973-12-26,226f909115887919057983ec625f7aa3,1344348027.0,42.377626,-97.466696,0,68747.0,2019-08-07,True
2019-08-17 20:18:31,4509922033272157.0,Heathcote LLC,shopping_net,6993.63,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811.0,Neurosurgeon,1972-03-28,eddf06635d9da2ad83fd417804a13969,1345234711.0,42.507601,-97.789664,0,68729.0,2019-08-17,True
2019-08-19 21:10:16,2264937662466770.0,Hudson-Grady,shopping_pos,5969.63,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797.0,Land,1995-10-17,b224918a3143d05371873319d3d8c989,1345410616.0,29.313881,-97.70998,0,78140.0,2019-08-19,True
2019-08-19 21:34:27,4070511711385545.0,Reichert-Weissnat,travel,14112.59,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435.0,"Engineer, mining",1967-04-09,f9cfe12e60a45b9dc6f33336ddaf954f,1345412067.0,29.544617,-98.282754,0,78150.0,2019-08-19,True
2019-08-19 22:09:11,4383521454815.0,Kerluke-Abshire,shopping_net,8059.02,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148.0,Academic librarian,1987-09-22,fe8faf3c71978e3d9ee00890ded2013a,1345414151.0,39.269057,-85.249586,0,47006.0,2019-08-19,True
2019-08-22 13:42:27,213112402583773.0,Jewess LLC,shopping_pos,5473.1,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523.0,Research scientist (physical sciences),1984-06-03,bf4700aef8c07ef09836fd6bc6240488,1345642947.0,33.178532000000004,-82.696838,0,30820.0,2019-08-22,True
2019-09-11 20:15:37,676281772837.0,Johnston-Casper,travel,11960.97,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430.0,"Editor, commissioning",1950-03-25,1cf6db1087f3dfbd5cc265f42c184686,1347394537.0,30.588345,-83.622392,0,32331.0,2019-09-11,True
2019-09-14 22:19:01,30408301059761.0,Boyer-Haley,travel,26544.12,Brandon,Pittman,M,2881 Frey Village,Cross,SC,29436,33.3364,-80.1859,4471.0,Occupational hygienist,1973-10-09,dda9d800d37a9fc2c086a836d66b0588,1347661141.0,33.020256,-80.12560699999999,0,29456.0,2019-09-14,True
2019-09-18 21:47:28,2266735643685262.0,"Haley, Jewess and Bechtelar",shopping_pos,5758.98,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901.0,Curator,1972-07-25,80df470a5a797e44a86e66f7e9f61abf,1348004848.0,33.675882,-85.713121,0,36205.0,2019-09-18,True
2019-09-19 17:23:41,4683520018489354.0,Conroy Ltd,shopping_pos,5364.61,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193.0,"Editor, magazine features",1995-04-19,3dbac5870dee2b13dba61d6e44e3113a,1348075421.0,34.195063,-118.203968,0,91011.0,2019-09-19,True
2019-10-18 21:35:07,374656033243756.0,Ankunding LLC,shopping_net,5886.3,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410.0,Mudlogger,1984-07-03,859b1074415f0cbf34bd215ac2abbd11,1350596107.0,39.818524,-76.455136,0,17309.0,2019-10-18,True
2019-11-04 18:30:41,376656886990758.0,Predovic Inc,shopping_net,5207.16,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836.0,"Designer, jewellery",1985-12-03,e11052bb973826d130e9bc8d46dacbd8,1352053841.0,31.052267,-94.384705,0,75980.0,2019-11-04,True
2019-11-07 20:27:15,371009169330125.0,"Daugherty, Pouros and Beahan",shopping_pos,9754.72,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666.0,Rural practice surveyor,2003-09-14,cfaf70b4a2dfef9091787f024bea6910,1352320035.0,31.609482,-82.73790600000001,0,31567.0,2019-11-07,True
2019-11-17 20:00:17,2264937662466770.0,Goyette-Herzog,travel,15047.03,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797.0,Land,1995-10-17,969e374d8c4e1a628b60150391a70742,1353182417.0,29.849413,-98.224021,0,78133.0,2019-11-17,True
2019-11-26 17:58:01,30501624614310.0,"Streich, Dietrich and Barton",shopping_net,7508.46,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302.0,Magazine features editor,1973-05-04,4b39662407b8300b9d61b82698648b45,1353952681.0,33.189778999999994,-81.700991,0,,2019-11-26,True
2019-12-01 16:19:23,4979422371139333.0,Satterfield-Lowe,travel,28948.9,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73.0,Product designer,1935-02-10,309c4bf7fc47b1ddee5ad883bcf634b6,1354378763.0,42.317313,-99.139498,0,68711.0,2019-12-01,True
2019-12-02 15:53:46,675909898057.0,"Monahan, Hermann and Johns",travel,27390.12,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987.0,Television/film/video producer,1964-03-16,2ca9bd5df126cc35e541a4f2c2551197,1354463626.0,41.665873,-74.663015,0,12751.0,2019-12-02,True
2019-12-11 17:30:50,5559857416065248.0,Bednar Inc,travel,11422.83,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589.0,Systems analyst,1945-12-21,19d5eb7dccf8c0ef8e48e2bffe3cb887,1355247050.0,41.901896,-122.021582,0,,2019-12-11,True
2019-12-31 16:29:04,377993105397617.0,"Mosciski, Ziemann and Farrell",shopping_net,5122.54,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548.0,Mining engineer,1975-09-11,8c8b4d0c464f2346ede410b019062318,1356971344.0,44.410245,-88.007397,0,54115.0,2019-12-31,True
2020-01-18 13:17:29,3573030041201292.0,"Zboncak, Rowe and Murazik",shopping_net,5801.49,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302.0,"Sales professional, IT",1990-01-17,b31cebf6542936cc5bc90817872f6ea0,1358515049.0,40.834944,-111.035385,0,84055.0,2020-01-18,True
2020-02-02 22:13:40,4384910379661778.0,Gislason Group,travel,12787.51,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508.0,Naval architect,1949-04-24,41451123efc0e4db3578556da11fcfb6,1359843220.0,46.728699,-96.845093,0,58047.0,2020-02-02,True
2020-02-11 13:53:32,4.906628655840914e+18,"Okuneva, Schneider and Rau",shopping_pos,6996.39,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891.0,Town planner,1987-02-13,730c8d0a47f039d754a71d73e0f95e3c,1360590812.0,24.786723,-81.09915699999999,0,33050.0,2020-02-11,True
2020-02-28 20:00:17,4099707841315751.0,"Eichmann, Hayes and Treutel",travel,12025.3,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815.0,"Designer, ceramics/pottery",1975-07-07,36630542bbc3b0ba523461187f6cb6f7,1362081617.0,37.681951,-77.443076,0,23060.0,2020-02-28,True
2020-03-06 00:12:04,3552581383553463.0,"Watsica, Haag and Considine",shopping_pos,7747.73,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354.0,Retail buyer,1965-04-13,0882bde248f0e11e7f2ac2a425ab2ac9,1362528724.0,34.808307,-83.535891,0,30576.0,2020-03-06,True
2020-03-21 12:52:37,630441765090.0,Boyer-Haley,travel,12518.62,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791.0,Corporate investment banker,1965-07-26,4afbd4153264bb10eb3077edf6b91a13,1363870357.0,32.944329,-99.837307,0,79553.0,2020-03-21,True
2020-03-29 17:09:56,3517527805128735.0,"Nitzsche, Kessler and Wolff",shopping_pos,5339.63,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617.0,Medical secretary,1990-04-25,081e71dfc65f5737423cffc35f210920,1364576996.0,41.256743,-88.05545500000001,0,60481.0,2020-03-29,True
2020-04-02 14:23:21,36153880429415.0,"Reichel, Bradtke and Blanda",travel,15305.95,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282.0,Plant breeder/geneticist,1949-10-13,17242c80d9a67bac27901c0676ab56aa,1364912601.0,28.571759000000004,-81.067564,0,32820.0,2020-04-02,True
2020-04-29 12:26:57,4607072969078276.0,Pacocha-Bauch,shopping_pos,6853.9,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493.0,Amenity horticulturist,1985-03-21,33f5b72e4e44037026988ba031b0afc9,1367238417.0,36.553645,-97.890326,0,73753.0,2020-04-29,True
2020-05-02 17:58:28,30343344410970.0,Tromp Group,travel,11694.98,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172.0,"Copywriter, advertising",1962-03-20,fb58b2566208b0d7057b893f8acad267,1367517508.0,40.584286,-78.576533,0,16613.0,2020-05-02,True
2020-05-11 14:50:14,3534718226968689.0,Price Inc,shopping_net,5669.13,Lisa,Lopez,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263.0,Scientific laboratory technician,1984-09-13,84041be4c269f2fe42bd0afb0ab34567,1368283814.0,37.101447,-89.63466899999999,0,63771.0,2020-05-11,True
2020-05-12 13:05:00,6011679934075347.0,"Hodkiewicz, Prohaska and Paucek",travel,14238.11,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100.0,Public librarian,1974-04-16,15a465ee61ec3590e1fbfa47e090b7c1,1368363900.0,41.247869,-106.200065,0,,2020-05-12,True
2020-05-17 17:35:22,30518206766474.0,Pagac LLC,shopping_pos,6347.2,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019.0,Aeronautical engineer,1979-01-26,df413ae947b9a5778d47fd531b6508ab,1368812122.0,37.427283,-90.429423,0,,2020-05-17,True
2020-05-30 17:31:30,60423098130.0,"Monahan, Hermann and Johns",travel,27119.77,Jason,Gray,M,875 Amy Point,Amorita,OK,73719,36.9412,-98.2458,83.0,Barrister's clerk,1958-07-28,916093eeab1831be71d49362bf5b7be5,1369935090.0,37.286865,-97.249611,0,67119.0,2020-05-30,True
2020-06-02 18:45:24,3592931352252641.0,Lynch-Mohr,travel,14849.74,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916.0,Barrister's clerk,1935-06-29,a3eee563b00b16af433ceb069178da74,1370198724.0,44.840202000000005,-92.501193,0,54022.0,2020-06-02,True
2020-06-08 20:46:23,4862293128558.0,Mosciski Group,travel,10665.33,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489.0,Pension scheme manager,1956-09-15,08378f171d1aa1986736d93e1d46a958,1370724383.0,40.090804,-78.941345,0,15563.0,2020-06-08,True
2020-06-11 18:14:29,639023984367.0,Little-Gleichner,travel,10881.08,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69.0,Chief Executive Officer,1991-06-05,b83ab10106c55573db22f24f11386954,1370974469.0,45.30025,-75.881408,0,,2020-06-11,True
2020-06-11 19:28:02,4378993458389626.0,Pacocha-Bauch,shopping_pos,6438.07,Travis,Hayes,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807.0,Surgeon,1999-10-25,e91f8842987ca82a6a6fbf6bf756f176,1370978882.0,43.801646000000005,-70.720339,0,4024.0,2020-06-11,True
2020-06-14 14:46:30,4.810839835482794e+18,Kassulke PLC,shopping_net,6202.65,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760.0,Production manager,1985-08-31,898856ea0be92ca7712dc1fa30d08f36,1371221190.0,36.478149,-93.328732,0,72660.0,2020-06-14,True
2020-06-18 23:43:03,4908846471916297.0,Veum-Koelpin,travel,12176.55,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875.0,"Radiographer, therapeutic",1992-07-24,dd86bf552af89093cd91f2788899456c,1371598983.0,32.931738,-96.35834,0,75189.0,2020-06-18,True


